za_nr;version;doi;lfd;gewicht;q1;q2;q3;q4;q5;q6;q7;q8;q9;q9_00;q9_01;q9_02;q9_03;q9_04;q9_05;q9_06;q9_07;q9_99;q10;q11;q11_00;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q11_09;q11_10;q11_12;q11_13;q11_14;q11_15;q11_16;q11_17;q11_18;q11_19;q11_20;q11_98;q11_99;q12a;q12b;q13;q14a;q14b;q14c;q14d;q14e;q14f;q14g;q14h;q15a;q15b;q15c;q15d;q15e;q16a;q16b;q16c;q16d;q16e;q17;q18;q19;q20;q21;q22;q23;q24;q25a;q25b;q25c;q25d;q25e;q26;q27a;q27b;q27c;q27d;q27e;q27f;q27g;q27aa;q27ab;q27ac;q27ad;q27ae;q27af;q27ag;q27ah;q27ai;q27ak;q28;q29m01;q29m02;q29m03;q30;q31;s1;s2;s3;s4;s4a;s4b;s5;s5a;s5b;s6;s7;s8;gkbik;gkpol;land
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;454;,61551347263284;wichtiges Thema;gewinnen;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;nein;Filter;Filter;Filter;eher zufrieden;Mittelschicht;weiblich;70;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Verwitwet;von 1.000 bis unter 1.250 Euro;SPD;500000 und mehr Einwohner / Strukturtyp 1;50000 bis unter 100000 Einwohner;Baden-Württemberg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;455;,881891178433963;wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... einen (ambulanten) Pflegedienst;weiß nicht;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;kann ich nicht beurteilen/ weiß nicht;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;weiß nicht / kein Urteil;Mittelschicht;weiblich;28;Studium;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Verheiratet;von 3.000 bis unter 3.500 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;456;,835878029166946;wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme eher nicht zu;weiß nicht;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;weiß nicht;weiß nicht;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme eher zu;weiß nicht;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;weiß nicht;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;weiß nicht;stimme eher nicht zu;stimme voll und ganz zu;weiß nicht;stimme eher zu;weiß nicht/kein Urteil;Filter;Filter;Filter;eher zufrieden;obere Mittelschicht;männlich;37;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;keine Angabe;keine Angabe;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;457;,70717681571494;wichtiges Thema;gewinnen;schlecht;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;keine Angabe; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;etwas Vertrauen;großes Vertrauen;weiß nicht;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;eher zufrieden;eher zufrieden;eher zufrieden;eher zufrieden;gar nicht;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;58;Mittlere Reife;ja;Selbstständige(r);Filter;2;2;0;Verheiratet;von 2.500 bis unter 3.000 Euro;SPD;20000 bis unter 50000 Einwohner;20000 bis unter 50000 Einwohner;Baden-Württemberg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;458;1,62154379477355;sehr wichtiges Thema;gewinnen;weniger gut;Ja;mehrere Personen;In Ihrem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;06,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... ein Pflegeheim;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;großes Vertrauen;großes Vertrauen;etwas Vertrauen;eher zufrieden;eher zufrieden;teils /teils;eher zufrieden;eher zufrieden;nicht so gut;eher gute Sache;Nein, ist nicht gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher zufrieden;Unterschicht;männlich;41;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Ledig und allein lebend;4.000 Euro und mehr;CDU/CSU;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Niedersachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;459;,51820177891762;sehr wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;es gibt keinen weiteren Familienangehörigen;kann ich nicht beurteilen/ weiß (noch) nicht;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;weiß nicht;weiß nicht;großes Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;weder noch / weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;weiß nicht;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;weiß nicht;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;nein;Filter;Filter;Filter;weiß nicht / kein Urteil;Mittelschicht;weiblich;86;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Ledig und allein lebend;von 750 bis unter 1.000 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Berlin
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;460;1,5344475730167;wichtiges Thema;gewinnen;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;ja;Filter;Filter;Filter;eher unzufrieden;untere Mittelschicht;männlich;43;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;5;2;3;Verheiratet;von 2.000 bis unter 2.500 Euro;Die Linke;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;unter 2000 Einwohner;Rheinland-Pfalz
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;461;,434613768981603;wichtiges Thema;sich nicht wesentlich verändern;schlecht;Ja;eine Person;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 3;05,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Freunde/Bekannte;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;teils /teils;eher zufrieden;eher zufrieden;teils /teils;teils /teils;gut;eher schlechte Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;nicht richtig;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;sehr unzufrieden;Mittelschicht;weiblich;45;Studium;nein (auch arbeitslos, Azubi);Filter;arbeitslos;1;1;0;Geschieden;von 500 bis unter 750 Euro;Humanwirtschaftspartei;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Hamburg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;462;,172713956245946;wichtiges Thema;gewinnen;weniger gut;Ja;eine Person;In einem anderen Privathaushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;06,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;weiß nicht;etwas Vertrauen;etwas Vertrauen;teils /teils;teils /teils;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;weiß nicht;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;65;Studium;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Geschieden;keine Angabe;Alternative für Deutschland (AfD);100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Thüringen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;463;1,23581577649227;wichtiges Thema;sich nicht wesentlich verändern;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;... Familie/Verwandte;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;nicht so gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;24;Mittlere Reife;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;4;4;0;Ledig und allein lebend;von 1.500 bis unter 2.000 Euro;CDU/CSU;500000 und mehr Einwohner / Strukturtyp 1;20000 bis unter 50000 Einwohner;Hessen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;464;1,52898152999358;nicht so wichtiges Thema;sich nicht wesentlich verändern;weniger gut;Ja;eine Person;In Ihrem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 2;01,02,;Nicht gefiltert;Genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;ja, unter gewissen Umständen;Filter;... Familie/Verwandte;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;keine Bewertung möglich;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Allg. mehr Unterstützung durch Pflegedienst;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;72;Hauptschule mit Lehre;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;2;2;0;Verheiratet;von 1.000 bis unter 1.250 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 1;5000 bis unter 20000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;465;1,37917737502284;wichtiges Thema;sich nicht wesentlich verändern;sehr gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... eine eigene Pflegekraft;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;weiblich;60;Hauptschule ohne Lehre;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;2;2;0;Verheiratet;von 2.000 bis unter 2.500 Euro;keine Partei / weiß nicht;2000 bis unter 5000 Einwohner;2000 bis unter 5000 Einwohner;Bayern
